timestamp_mt5,timestamp_utc,timestamp_tpe,open,high,low,close,volume
2026-07-30 20:50:00,2026-07-30 17:50:00,2026-07-31 01:50:00,1.15256,1.1531,1.15256,1.15267,1141.0
2026-07-30 20:55:00,2026-07-30 17:55:00,2026-07-31 01:55:00,1.15268,1.15297,1.15256,1.15296,865.0
2026-07-30 21:00:00,2026-07-30 18:00:00,2026-07-31 02:00:00,1.15297,1.15323,1.15294,1.1532,701.0
2026-07-30 21:05:00,2026-07-30 18:05:00,2026-07-31 02:05:00,1.15319,1.15346,1.15293,1.15338,789.0
2026-07-30 21:10:00,2026-07-30 18:10:00,2026-07-31 02:10:00,1.15337,1.15354,1.15329,1.15351,665.0
2026-07-30 21:15:00,2026-07-30 18:15:00,2026-07-31 02:15:00,1.1535,1.15351,1.15307,1.15307,809.0
2026-07-30 21:20:00,2026-07-30 18:20:00,2026-07-31 02:20:00,1.15309,1.15315,1.15277,1.1528,601.0
2026-07-30 21:25:00,2026-07-30 18:25:00,2026-07-31 02:25:00,1.15278,1.15304,1.15274,1.15302,561.0
2026-07-30 21:30:00,2026-07-30 18:30:00,2026-07-31 02:30:00,1.15308,1.15338,1.15303,1.15323,481.0
2026-07-30 21:35:00,2026-07-30 18:35:00,2026-07-31 02:35:00,1.15326,1.15332,1.15294,1.15295,364.0
2026-07-30 21:40:00,2026-07-30 18:40:00,2026-07-31 02:40:00,1.15297,1.15316,1.1529,1.15314,383.0
2026-07-30 21:45:00,2026-07-30 18:45:00,2026-07-31 02:45:00,1.15313,1.15333,1.15313,1.1533,465.0
2026-07-30 21:50:00,2026-07-30 18:50:00,2026-07-31 02:50:00,1.15331,1.15338,1.15316,1.1533,766.0
2026-07-30 21:55:00,2026-07-30 18:55:00,2026-07-31 02:55:00,1.15329,1.15356,1.15325,1.15356,548.0
2026-07-30 22:00:00,2026-07-30 19:00:00,2026-07-31 03:00:00,1.15354,1.15357,1.15333,1.15336,519.0
2026-07-30 22:05:00,2026-07-30 19:05:00,2026-07-31 03:05:00,1.15342,1.15349,1.15318,1.15323,441.0
2026-07-30 22:10:00,2026-07-30 19:10:00,2026-07-31 03:10:00,1.15326,1.15328,1.15286,1.15292,591.0
2026-07-30 22:15:00,2026-07-30 19:15:00,2026-07-31 03:15:00,1.15291,1.15332,1.15281,1.15329,565.0
2026-07-30 22:20:00,2026-07-30 19:20:00,2026-07-31 03:20:00,1.15328,1.15345,1.15325,1.15336,430.0
2026-07-30 22:25:00,2026-07-30 19:25:00,2026-07-31 03:25:00,1.15333,1.15341,1.15315,1.15322,388.0
2026-07-30 22:30:00,2026-07-30 19:30:00,2026-07-31 03:30:00,1.15321,1.15327,1.15305,1.15312,529.0
2026-07-30 22:35:00,2026-07-30 19:35:00,2026-07-31 03:35:00,1.15313,1.15315,1.153,1.15308,379.0
2026-07-30 22:40:00,2026-07-30 19:40:00,2026-07-31 03:40:00,1.15307,1.15314,1.15301,1.15311,283.0
2026-07-30 22:45:00,2026-07-30 19:45:00,2026-07-31 03:45:00,1.15313,1.15324,1.1531,1.15321,417.0
2026-07-30 22:50:00,2026-07-30 19:50:00,2026-07-31 03:50:00,1.1532,1.15322,1.15291,1.15292,449.0
2026-07-30 22:55:00,2026-07-30 19:55:00,2026-07-31 03:55:00,1.15296,1.15322,1.15285,1.15313,725.0
2026-07-30 23:00:00,2026-07-30 20:00:00,2026-07-31 04:00:00,1.15314,1.15325,1.15294,1.15324,440.0
2026-07-30 23:05:00,2026-07-30 20:05:00,2026-07-31 04:05:00,1.15326,1.15328,1.15303,1.15315,185.0
